timestamp,latitude,longitude,altitude,speed,engine_load,fl_pressure,fl_temp,fr_pressure,fr_temp,rl_pressure,rl_temp,rr_pressure,rr_temp,distance_traveled_m,sum_distance_traveled_m,elevation_traveled_m,tr_fl,tr_fr,tr_rl,tr_rr
2025-11-14 05:35:15+00,-6.908829,107.6577258,704.6,5,56.86274,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,7.0307231691140855,37.94642755039104,1.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:35:47+00,-6.908835833,107.6577008,710.5,1,60.78431,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,2.862374663394735,40.808802213785775,5.899999999999977,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:35:52+00,-6.908848333,107.6576888,711.0,4,56.86274,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,1.9200604285967375,42.72886264238251,0.5,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:35:57+00,-6.908902333,107.6576823,709.9,6,62.35294,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,6.047252865280933,48.77611550766344,-1.1000000000000227,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:02+00,-6.908987,107.6577015,706.3,19,48.62745,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,9.65017420038865,58.42628970805209,-3.6000000000000227,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:07+00,-6.909152333,107.6577048,702.5,12,55.29412,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,18.387824900839362,76.81411460889146,-3.7999999999999545,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:12+00,-6.909304667,107.6576552,699.6,13,92.54902,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,17.80170580505285,94.6158204139443,-2.8999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:17+00,-6.9094745,107.6576287,697.6,19,45.09804,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,19.109816759037173,113.72563717298148,-2.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:22+00,-6.9097065,107.6576367,696.5,3,55.29412,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,25.81236946782942,139.5380066408109,-1.1000000000000227,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:27+00,-6.909782,107.657664,695.8,11,61.17647,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,8.919726040439665,148.45773268125055,-0.7000000000000455,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:36:35+00,-6.9099535,107.6577762,691.2,12,59.60784,27.41117,35.0,28.86149,35.0,29.58666,35.0,24.22045,33.0,22.739021307700348,171.1967539889509,-4.599999999999909,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
